Date,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI
2014-11-10,124.63999938964844,366.9240112304688,1.246137022972107,1159.5999755859375,48.88999938964844,17613.740234375
2014-11-11,125.36000061035156,367.6950073242188,1.242992639541626,1162.800048828125,48.869998931884766,17614.900390625
2014-11-12,125.87000274658205,423.5610046386719,1.2475829124450684,1158.9000244140625,48.77999877929688,17612.19921875
2014-11-13,128.52999877929688,420.7349853515625,1.242992639541626,1161.0999755859375,49.61000061035156,17652.7890625
2014-11-14,128.86000061035156,397.8179931640625,1.2475982904434204,1185.0,49.58000183105469,17634.740234375
2014-11-15,,376.1329956054688,,,,
2014-11-16,,387.8819885253906,,,,
2014-11-17,128.4199981689453,387.4079895019531,1.251846432685852,1183.0,49.459999084472656,17647.75
2014-11-18,130.66000366210938,375.197998046875,1.2448959350585938,1196.699951171875,48.7400016784668,17687.8203125
2014-11-19,131.61000061035156,380.5549926757813,1.253337025642395,1193.5999755859375,48.220001220703125,17685.73046875
2014-11-20,131.6999969482422,357.8399963378906,1.2540757656097412,1190.699951171875,48.70000076293945,17719.0
2014-11-21,132.77999877929688,350.8479919433594,1.2545005083084106,1197.5,47.97999954223633,17810.060546875
2014-11-22,,352.9200134277344,,,,
2014-11-23,,367.572998046875,,,,
2014-11-24,134.61000061035156,376.9010009765625,1.2375012636184692,1195.5,47.59000015258789,17817.900390625
2014-11-25,134.80999755859375,375.3479919433594,1.2433171272277832,1197.0999755859375,47.470001220703125,17814.939453125
2014-11-26,134.77999877929688,368.3699951171875,1.24806547164917,1196.5999755859375,47.75,17827.75
2014-11-27,,369.6700134277344,1.2505940198898315,,,
2014-11-28,134.36000061035156,376.4469909667969,1.246199131011963,1175.199951171875,47.810001373291016,17828.240234375
2014-11-29,,375.4909973144531,,,,
2014-11-30,,378.0469970703125,,,,
2014-12-01,132.38999938964844,379.2449951171875,1.2438275814056396,1218.0,48.619998931884766,17776.80078125
2014-12-02,132.27999877929688,381.3150024414063,1.247007131576538,1199.199951171875,48.459999084472656,17879.55078125
2014-12-03,131.97000122070312,375.010009765625,1.2388503551483154,1208.5,48.08000183105469,17912.619140625
2014-12-04,131.32000732421875,369.60400390625,1.231663703918457,1207.5,48.84000015258789,17900.099609375
2014-12-05,132.2100067138672,376.85400390625,1.2386661767959597,1190.0999755859375,48.41999816894531,17958.7890625
2014-12-06,,374.7850036621094,,,,
2014-12-07,,375.0950012207031,,,,
2014-12-08,130.27999877929688,361.9089965820313,1.2294074296951294,1194.699951171875,47.70000076293945,17852.48046875
2014-12-09,129.66000366210938,352.218994140625,1.2315119504928589,1231.5,47.59000015258789,17801.19921875
2014-12-10,124.63999938964844,346.364990234375,1.2394952774047852,1228.9000244140625,46.900001525878906,17533.150390625
2014-12-11,123.37000274658205,350.5060119628906,1.2473959922790527,1225.0999755859375,47.16999816894531,17596.33984375
2014-12-12,120.7699966430664,352.5419921875,1.2394952774047852,1222.0,46.95000076293945,17280.830078125
2014-12-13,,347.3760070800781,,,,
2014-12-14,,351.6319885253906,,,,
2014-12-15,122.08000183105467,345.3450012207031,1.2463544607162476,1207.199951171875,46.66999816894531,17180.83984375
2014-12-16,124.25,327.06201171875,1.2443537712097168,1193.9000244140625,45.15999984741211,17068.869140625
2014-12-17,125.05999755859376,319.7760009765625,1.2512043714523315,1194.300048828125,45.7400016784668,17356.869140625
2014-12-18,125.66999816894533,311.39599609375,1.233897686004639,1194.699951171875,47.52000045776367,17778.150390625
2014-12-19,126.2300033569336,317.8429870605469,1.229044795036316,1195.9000244140625,47.65999984741211,17804.80078125
2014-12-20,,329.9559936523437,,,,
2014-12-21,,320.8429870605469,,,,
2014-12-22,128.22000122070312,331.885986328125,1.2225985527038574,1179.699951171875,47.97999954223633,17959.439453125
2014-12-23,130.02999877929688,334.5719909667969,1.2223743200302124,1177.9000244140625,48.45000076293945,18024.169921875
2014-12-24,131.24000549316406,322.53399658203125,1.217492938041687,1173.5,48.13999938964844,18030.2109375
2014-12-25,,319.00799560546875,1.2198543548583984,,,
2014-12-26,131.6300048828125,327.92401123046875,1.2210012674331665,1195.300048828125,47.880001068115234,18053.7109375
2014-12-27,,315.8630065917969,,,,
2014-12-28,,317.239013671875,,,,
2014-12-29,132.2899932861328,312.6700134277344,1.216944694519043,1181.699951171875,47.45000076293945,18038.23046875
2014-12-30,131.8300018310547,310.73699951171875,1.215347409248352,1200.199951171875,47.02000045776367,17983.0703125
2014-12-31,129.97999572753906,320.1929931640625,1.2162047624588013,1183.9000244140625,46.45000076293945,17823.0703125
2015-01-01,,314.2489929199219,1.2098628282546997,,,
2015-01-02,129.9499969482422,315.0320129394531,1.2089413404464722,1186.0,46.7599983215332,17832.990234375
2015-01-03,,281.0820007324219,,,,
2015-01-04,,264.19500732421875,,,,
2015-01-05,129.0500030517578,274.4739990234375,1.194643259048462,1203.9000244140625,46.33000183105469,17501.650390625
2015-01-06,127.52999877929688,286.1889953613281,1.193901538848877,1219.300048828125,45.650001525878906,17371.640625
2015-01-07,129.50999450683594,294.3370056152344,1.1875356435775757,1210.5999755859375,46.22999954223633,17584.51953125
2015-01-08,131.8000030517578,283.3489990234375,1.1836000680923462,1208.4000244140625,47.59000015258789,17907.869140625
2015-01-09,131.5399932861328,290.4079895019531,1.1796069145202637,1216.0,47.18999862670898,17737.369140625
2015-01-10,,274.7959899902344,,,,
2015-01-11,,265.6600036621094,,,,
2015-01-12,130.8699951171875,267.7959899902344,1.187070369720459,1232.699951171875,46.59999847412109,17640.83984375
2015-01-13,131.1699981689453,225.86099243164065,1.1831519603729248,1234.300048828125,46.36000061035156,17613.6796875
2015-01-14,130.3800048828125,178.10299682617188,1.1778285503387451,1234.4000244140625,45.959999084472656,17427.08984375
2015-01-15,130.13999938964844,209.843994140625,1.178592085838318,1264.699951171875,45.47999954223633,17320.7109375
2015-01-16,130.77999877929688,208.0970001220703,1.1637378931045532,1276.9000244140625,46.2400016784668,17511.5703125
2015-01-17,,199.25999450683597,,,,
2015-01-18,,210.3390045166016,,,,
2015-01-19,,214.86099243164065,1.1566041707992554,,,
2015-01-20,131.22000122070312,211.31500244140625,1.1597968339920044,1294.199951171875,46.38999938964844,17515.23046875
2015-01-21,132.41000366210938,226.89700317382807,1.154694437980652,1293.699951171875,45.91999816894531,17554.279296875
2015-01-22,135.63999938964844,233.406005859375,1.161534547805786,1300.699951171875,47.130001068115234,17813.98046875
2015-01-23,134.6199951171875,232.8789978027344,1.1346745491027832,1292.5999755859375,47.18000030517578,17672.599609375
2015-01-24,,247.8470001220703,,,,
2015-01-25,,253.71800231933597,,,,
2015-01-26,134.07000732421875,273.4729919433594,1.1125450134277344,1279.4000244140625,47.0099983215332,17678.69921875
2015-01-27,132.47999572753906,263.4750061035156,1.1247708797454834,1291.699951171875,42.65999984741211,17387.2109375
2015-01-28,139.63999938964844,233.9149932861328,1.1367381811141968,1285.9000244140625,41.18999862670898,17191.369140625
2015-01-29,147.77999877929688,233.51300048828125,1.1281461715698242,1254.5999755859375,42.0099983215332,17416.849609375
2015-01-30,145.3699951171875,226.4250030517578,1.13355553150177,1278.5,40.400001525878906,17164.94921875
2015-01-31,,217.4640045166016,,,,
2015-02-01,,226.9720001220703,,,,
2015-02-02,146.25999450683594,238.22900390625,1.1309019327163696,1276.199951171875,41.27999877929688,17361.0390625
2015-02-03,147.33999633789062,227.26800537109372,1.1341726779937744,1259.699951171875,41.59999847412109,17666.400390625
2015-02-04,147.22000122070312,226.85299682617188,1.145737886428833,1263.800048828125,41.84000015258789,17673.01953125
2015-02-05,148.60000610351562,217.11099243164065,1.131874680519104,1262.0,42.45000076293945,17884.880859375
2015-02-06,148.0,222.26600646972656,1.147196888923645,1233.9000244140625,42.40999984741211,17824.2890625
2015-02-07,,227.7539978027344,,,,
2015-02-08,,223.41200256347656,,,,
2015-02-09,147.5800018310547,220.1100006103516,1.1314393281936646,1240.800048828125,42.36000061035156,17729.2109375
2015-02-10,148.0399932861328,219.8390045166016,1.1326953172683716,1231.5999755859375,42.59999847412109,17868.759765625
2015-02-11,147.9199981689453,219.18499755859372,1.1321951150894165,1219.0,42.380001068115234,17862.140625
2015-02-12,148.08999633789062,221.76400756835935,1.131196141242981,1220.0999755859375,43.09000015258789,17972.380859375
2015-02-13,149.72999572753906,235.427001953125,1.140393853187561,1226.5,43.869998931884766,18019.349609375
2015-02-14,,257.3210144042969,,,,
2015-02-15,,234.8249969482422,,,,
2015-02-16,,233.84300231933597,1.1400039196014404,,,
2015-02-17,149.9199981689453,243.6100006103516,1.1334012746810913,1208.0999755859375,43.58000183105469,18047.580078125
2015-02-18,151.1699981689453,236.3260040283203,1.1404719352722168,1199.699951171875,43.52999877929688,18029.849609375
2015-02-19,153.75,240.2830047607422,1.1400039196014404,1207.0999755859375,43.5,17985.76953125
2015-02-20,158.30999755859375,243.7790069580078,1.1366735696792605,1204.4000244140625,43.86000061035156,18140.439453125
2015-02-21,,244.53399658203125,,,,
2015-02-22,,235.9770050048828,,,,
2015-02-23,154.74000549316406,238.8919982910156,1.1381484270095823,1200.300048828125,44.150001525878906,18116.83984375
2015-02-24,154.3800048828125,238.7350006103516,1.1332985162734983,1196.9000244140625,44.09000015258789,18209.189453125
2015-02-25,153.00999450683594,237.47000122070312,1.1339025497436523,1201.0,43.9900016784668,18224.5703125
2015-02-26,151.72999572753906,236.42599487304688,1.1363636255264282,1209.5999755859375,44.060001373291016,18214.419921875
2015-02-27,150.85000610351562,253.8280029296875,1.1205360889434814,1212.5999755859375,43.84999847412109,18132.69921875
2015-02-28,,254.26300048828125,,,,
2015-03-01,,260.2019958496094,,,,
2015-03-02,153.8000030517578,275.6700134277344,1.1161960363388062,1207.699951171875,43.880001068115234,18288.630859375
2015-03-03,155.57000732421875,281.7019958496094,1.1179054975509644,1204.0,43.27999877929688,18203.369140625
2015-03-04,154.35000610351562,273.0920104980469,1.118217945098877,1200.5999755859375,43.060001373291016,18096.900390625
2015-03-05,154.47000122070312,276.1780090332031,1.1082050800323486,1195.9000244140625,43.11000061035156,18135.720703125
2015-03-06,153.1199951171875,272.7229919433594,1.1032048463821411,1164.0999755859375,42.36000061035156,17856.779296875
2015-03-07,,276.260986328125,,,,
2015-03-08,,274.35400390625,,,,
2015-03-09,154.75,289.60699462890625,1.0845986604690552,1166.4000244140625,42.84999847412109,17995.720703125
2015-03-10,152.4199981689453,291.760009765625,1.0833414793014526,1160.0999755859375,42.02999877929688,17662.939453125
2015-03-11,151.1699981689453,296.3789978027344,1.0708701610565186,1150.699951171875,41.97999954223633,17635.390625
2015-03-12,152.0399932861328,294.35400390625,1.0548745393753052,1152.0999755859375,41.02000045776367,17895.220703125
2015-03-13,151.57000732421875,285.3370056152344,1.0626314878463743,1152.5999755859375,41.380001068115234,17749.310546875
2015-03-14,,281.885009765625,,,,
2015-03-15,,286.3930053710937,,,,
2015-03-16,153.6699981689453,290.5929870605469,1.0481630563735962,1153.300048828125,41.560001373291016,17977.419921875
2015-03-17,154.50999450683594,285.5050048828125,1.0572947263717651,1148.300048828125,41.70000076293945,17849.080078125
2015-03-18,155.72999572753906,256.29901123046875,1.0598047971725464,1151.4000244140625,42.5,18076.189453125
2015-03-19,154.11000061035156,260.9280090332031,1.0849988460540771,1169.0999755859375,42.290000915527344,17959.029296875
2015-03-20,154.5,261.7489929199219,1.066894292831421,1184.800048828125,42.880001068115234,18127.650390625
2015-03-21,,260.0249938964844,,,,
2015-03-22,,267.9599914550781,,,,
2015-03-23,152.80999755859375,266.739990234375,1.0826611518859863,1188.0,42.86000061035156,18116.0390625
2015-03-24,151.64999389648438,245.59500122070312,1.094499111175537,1191.699951171875,42.900001525878906,18011.140625
2015-03-25,148.22999572753906,246.19700622558597,1.0902034044265747,1197.300048828125,41.459999084472656,17718.5390625
2015-03-26,148.1699981689453,248.5319976806641,1.0960465669631958,1205.0999755859375,41.209999084472656,17678.23046875
2015-03-27,148.85000610351562,247.0290069580078,1.0886367559432983,1199.800048828125,40.970001220703125,17712.66015625
2015-03-28,,252.79800415039065,,,,
2015-03-29,,242.71299743652344,,,,
2015-03-30,152.6999969482422,247.5260009765625,1.0884946584701538,1184.800048828125,40.959999084472656,17976.310546875
2015-03-31,150.0800018310547,244.2239990234375,1.0830246210098269,1183.0999755859375,40.65999984741211,17776.119140625
2015-04-01,148.63999938964844,247.27200317382807,1.073814034461975,1208.0999755859375,40.720001220703125,17698.1796875
2015-04-02,149.27999877929688,253.0050048828125,1.0769942998886108,1200.9000244140625,40.290000915527344,17763.240234375
2015-04-03,,254.32200622558597,1.087074637413025,,,
2015-04-04,,253.69700622558597,,,,
2015-04-05,,260.5979919433594,,,,
2015-04-06,150.92999267578125,255.49200439453125,1.100134253501892,1218.5999755859375,41.54999923706055,17880.849609375
2015-04-07,152.32000732421875,253.17999267578125,1.0934817790985107,1210.5999755859375,41.52999877929688,17875.419921875
2015-04-08,153.36000061035156,245.02200317382807,1.0824151039123535,1203.0999755859375,41.41999816894531,17902.509765625
2015-04-09,153.4199981689453,243.67599487304688,1.078527569770813,1193.5999755859375,41.47999954223633,17958.73046875
2015-04-10,154.3800048828125,236.07200622558597,1.0669056177139282,1204.5999755859375,41.720001220703125,18057.650390625
2015-04-11,,236.552001953125,,,,
2015-04-12,,236.1529998779297,,,,
2015-04-13,153.24000549316406,224.5870056152344,1.060985445976257,1199.300048828125,41.7599983215332,17977.0390625
2015-04-14,153.2100067138672,219.15899658203125,1.0572947263717651,1192.800048828125,41.650001525878906,18036.69921875
2015-04-15,152.42999267578125,223.8329925537109,1.0647132396697998,1201.5,42.2599983215332,18112.609375
2015-04-16,151.97000122070312,228.572998046875,1.0676802396774292,1198.0,42.15999984741211,18105.76953125
2015-04-17,149.60000610351562,222.8820037841797,1.0755579471588137,1202.9000244140625,41.619998931884766,17826.30078125
2015-04-18,,223.3560028076172,,,,
2015-04-19,,222.6000061035156,,,,
2015-04-20,152.6699981689453,224.62600708007807,1.0810226202011108,1193.5,42.90999984741211,18034.9296875
2015-04-21,153.3300018310547,235.2689971923828,1.0747487545013428,1202.9000244140625,42.63999938964844,17949.58984375
2015-04-22,151.19000244140625,234.17599487304688,1.074171543121338,1186.9000244140625,42.9900016784668,18038.26953125
2015-04-23,149.8699951171875,236.4620056152344,1.0725815296173096,1194.4000244140625,43.34000015258789,18058.689453125
2015-04-24,148.39999389648438,231.26800537109372,1.0815019607543943,1175.199951171875,47.869998931884766,18080.140625
2015-04-25,,226.38999938964844,,,,
2015-04-26,,219.42999267578125,,,,
2015-04-27,147.8000030517578,229.28599548339844,1.086897373199463,1203.300048828125,48.02999877929688,18037.970703125
2015-04-28,147.50999450683594,225.85499572753903,1.087795972824097,1214.0,49.15999984741211,18110.140625
2015-04-29,146.14999389648438,225.80799865722656,1.096912145614624,1209.800048828125,49.060001373291016,18035.529296875
2015-04-30,143.33999633789062,236.1450042724609,1.1114321947097778,1182.4000244140625,48.63999938964844,17840.51953125
2015-05-01,144.6699981689453,232.07899475097656,1.1214659214019775,1174.5,48.65999984741211,18024.060546875
2015-05-02,,234.92999267578125,,,,
2015-05-03,,240.3580017089844,,,,
2015-05-04,144.02000427246094,239.01800537109372,1.1185932159423828,1186.800048828125,48.2400016784668,18070.400390625
2015-05-05,142.91000366210938,236.1210021972656,1.1149141788482666,1193.199951171875,47.59999847412109,17928.19921875
2015-05-06,141.0399932861328,229.7819976806641,1.1186307668685913,1190.300048828125,46.27999877929688,17841.98046875
2015-05-07,141.49000549316406,237.33399963378903,1.1341469287872314,1182.4000244140625,46.70000076293945,17924.060546875
2015-05-08,145.4600067138672,243.86300659179688,1.1246949434280396,1189.0999755859375,47.75,18191.109375
2015-05-09,,241.83200073242188,,,,
2015-05-10,,240.29600524902344,,,,
2015-05-11,145.88999938964844,242.1580047607422,1.1194071769714355,1183.199951171875,47.369998931884766,18105.169921875
2015-05-12,145.42999267578125,241.11199951171875,1.114441990852356,1192.5999755859375,47.34999847412109,18068.23046875
2015-05-13,145.6199951171875,236.3769989013672,1.1221455335617063,1218.4000244140625,47.630001068115234,18060.490234375
2015-05-14,147.9600067138672,236.9290008544922,1.1350480318069458,1225.4000244140625,48.720001220703125,18252.240234375
2015-05-15,146.8800048828125,237.60499572753903,1.1404979228973389,1225.5,48.29999923706055,18272.560546875
2015-05-16,,236.1529998779297,,,,
2015-05-17,,236.802001953125,,,,
2015-05-18,146.7100067138672,233.1280059814453,1.144505262374878,1227.800048828125,48.0099983215332,18298.880859375
2015-05-19,147.0500030517578,231.94700622558597,1.1326183080673218,1206.9000244140625,47.58000183105469,18312.390625
2015-05-20,146.4199981689453,234.01800537109372,1.1146656274795532,1208.9000244140625,47.58000183105469,18285.400390625
2015-05-21,147.35000610351562,235.343994140625,1.1100751161575315,1204.4000244140625,47.41999816894531,18285.740234375
2015-05-22,144.80999755859375,240.34800720214844,1.1111851930618286,1204.300048828125,46.900001525878906,18232.01953125
2015-05-23,,238.8719940185547,,,,
2015-05-24,,240.9530029296875,,,,
2015-05-25,,237.1100006103516,1.0992997884750366,,,
2015-05-26,142.8000030517578,237.11599731445312,1.0971167087554932,1187.199951171875,46.59000015258789,18041.5390625
2015-05-27,143.0,237.2830047607422,1.08888578414917,1185.9000244140625,47.61000061035156,18162.990234375
2015-05-28,142.3300018310547,237.4080047607422,1.0900014638900757,1188.0999755859375,47.45000076293945,18126.119140625
2015-05-29,140.52000427246094,237.0959930419922,1.0960345268249512,1189.4000244140625,46.86000061035156,18010.6796875
2015-05-30,,233.34500122070312,,,,
2015-05-31,,230.19000244140625,,,,
2015-06-01,141.25,222.92599487304688,1.0957943201065063,1188.300048828125,47.22999954223633,18040.369140625
2015-06-02,143.25,225.8029937744141,1.0922993421554563,1194.0999755859375,46.91999816894531,18011.939453125
2015-06-03,143.80999755859375,225.87399291992188,1.115001201629639,1184.699951171875,46.84999847412109,18076.26953125
2015-06-04,141.19000244140625,224.32400512695312,1.1257838010787964,1174.9000244140625,46.36000061035156,17905.580078125
2015-06-05,140.72999572753906,224.95199584960935,1.120787262916565,1167.800048828125,46.13999938964844,17849.4609375
2015-06-06,,225.61900329589844,,,,
2015-06-07,,222.8809967041016,,,,
2015-06-08,140.63999938964844,228.48899841308597,1.110814929008484,1173.199951171875,45.72999954223633,17766.55078125
2015-06-09,140.10000610351562,229.04800415039065,1.128095269203186,1177.300048828125,45.650001525878906,17764.0390625
2015-06-10,141.6199951171875,228.8029937744141,1.1299052238464355,1186.0999755859375,46.61000061035156,18000.400390625
2015-06-11,142.9600067138672,229.7050018310547,1.131196141242981,1179.9000244140625,46.43999862670898,18039.369140625
2015-06-12,142.8000030517578,229.98199462890625,1.1240627765655518,1178.800048828125,45.970001220703125,17898.83984375
2015-06-13,,232.4019927978516,,,,
2015-06-14,,233.54299926757807,,,,
2015-06-15,142.2899932861328,236.822998046875,1.1219944953918457,1185.300048828125,45.47999954223633,17791.169921875
2015-06-16,142.33999633789062,250.8950042724609,1.1277008056640625,1180.5,45.83000183105469,17904.48046875
2015-06-17,143.42999267578125,249.28399658203125,1.124201774597168,1176.4000244140625,45.970001220703125,17935.740234375
2015-06-18,145.3800048828125,249.0070037841797,1.1369967460632324,1201.5,46.720001220703125,18115.83984375
2015-06-19,145.1300048828125,244.6060028076172,1.1370742321014404,1201.5,46.09999847412109,18015.94921875
2015-06-20,,245.2120056152344,,,,
2015-06-21,,243.94400024414065,,,,
2015-06-22,145.6999969482422,246.9900054931641,1.1372941732406616,1183.699951171875,46.22999954223633,18119.779296875
2015-06-23,144.42999267578125,244.29600524902344,1.13490629196167,1176.199951171875,45.90999984741211,18144.0703125
2015-06-24,143.0,240.51499938964844,1.1172186136245728,1172.5999755859375,45.63999938964844,17966.0703125
2015-06-25,142.4499969482422,242.7989959716797,1.1206992864608765,1171.5,45.650001525878906,17890.359375
2015-06-26,142.47999572753906,243.593994140625,1.1202975511550903,1172.9000244140625,45.2599983215332,17946.6796875
2015-06-27,,250.9900054931641,,,,
2015-06-28,,249.0110015869141,,,,
2015-06-29,138.72999572753906,257.0639953613281,1.0975021123886108,1178.5,44.369998931884766,17596.349609375
2015-06-30,138.72000122070312,263.0719909667969,1.122296690940857,1171.5,44.150001525878906,17619.509765625
2015-07-01,140.72999572753906,258.6210021972656,1.1134989261627195,1169.0,44.45000076293945,17757.91015625
2015-07-02,140.2100067138672,255.41200256347656,1.103363037109375,1163.0,44.400001525878906,17730.109375
2015-07-03,,256.33599853515625,1.1086965799331665,,,
2015-07-04,,260.885986328125,,,,
2015-07-05,,271.9129943847656,,,,
2015-07-06,140.52000427246094,269.0299987792969,1.0995051860809326,1172.9000244140625,44.38999938964844,17683.580078125
2015-07-07,143.14999389648438,266.2070007324219,1.1048991680145264,1152.4000244140625,44.29999923706055,17776.91015625
2015-07-08,141.9199981689453,270.7850036621094,1.1009942293167114,1163.300048828125,44.2400016784668,17515.419921875
2015-07-09,142.8000030517578,269.2279968261719,1.1071009635925293,1159.0,44.52000045776367,17548.619140625
2015-07-10,144.47999572753906,284.8940124511719,1.1063048839569092,1157.699951171875,44.61000061035156,17760.41015625
2015-07-11,,293.114990234375,,,,
2015-07-12,,310.86700439453125,,,,
2015-07-13,146.6199951171875,292.0539855957031,1.1129041910171509,1155.199951171875,45.540000915527344,17977.6796875
2015-07-14,147.75,287.4639892578125,1.099045991897583,1153.300048828125,45.619998931884766,18053.580078125
2015-07-15,146.88999938964844,285.8290100097656,1.1008002758026123,1147.199951171875,45.7599983215332,18050.169921875
2015-07-16,148.49000549316406,278.0889892578125,1.0943553447723389,1143.800048828125,46.65999984741211,18120.25
2015-07-17,146.83999633789062,279.47198486328125,1.0886012315750122,1131.800048828125,46.619998931884766,18086.44921875
2015-07-18,,274.9010009765625,,,,
2015-07-19,,273.614013671875,,,,
2015-07-20,146.72000122070312,278.9809875488281,1.0830246210098269,1106.699951171875,46.91999816894531,18100.41015625
2015-07-21,145.0,275.8330078125,1.0835410356521606,1103.4000244140625,47.27999877929688,17919.2890625
2015-07-22,146.47000122070312,277.22198486328125,1.0939961671829224,1091.4000244140625,45.540000915527344,17851.0390625
2015-07-23,146.11000061035156,276.04901123046875,1.0927051305770874,1094.0,46.11000061035156,17731.919921875
2015-07-24,144.05999755859375,288.27801513671875,1.0989010334014893,1085.5999755859375,45.93999862670898,17568.529296875
2015-07-25,,288.6969909667969,,,,
2015-07-26,,292.6860046386719,,,,
2015-07-27,141.02999877929688,293.6239929199219,1.0972371101379397,1096.5,45.34999847412109,17440.58984375
2015-07-28,141.80999755859375,294.427001953125,1.109004020690918,1096.300048828125,45.34000015258789,17630.26953125
2015-07-29,144.13999938964844,289.5899963378906,1.1065986156463623,1092.699951171875,46.290000915527344,17751.390625
2015-07-30,143.00999450683594,287.72198486328125,1.098406195640564,1088.4000244140625,46.880001068115234,17745.98046875
2015-07-31,144.1699981689453,284.6499938964844,1.0939244031906128,1094.9000244140625,46.70000076293945,17689.859375
2015-08-01,,281.6010131835937,,,,
2015-08-02,,282.614013671875,,,,
2015-08-03,143.69000244140625,281.2269897460937,1.0969001054763794,1089.4000244140625,46.810001373291016,17598.19921875
2015-08-04,143.5399932861328,285.2179870605469,1.09560227394104,1090.699951171875,47.540000915527344,17550.689453125
2015-08-05,144.9499969482422,281.8819885253906,1.0888975858688354,1085.699951171875,47.58000183105469,17540.470703125
2015-08-06,143.82000732421875,278.5769958496094,1.0903104543685913,1090.199951171875,46.619998931884766,17419.75
2015-08-07,142.4199981689453,279.5849914550781,1.0927051305770874,1094.0999755859375,46.7400016784668,17373.380859375
2015-08-08,,260.9970092773437,,,,
2015-08-09,,265.0830078125,,,,
2015-08-10,145.86000061035156,264.4700012207031,1.0965032577514648,1104.199951171875,47.33000183105469,17615.169921875
2015-08-11,144.0500030517578,270.385986328125,1.1016976833343506,1107.5999755859375,46.40999984741211,17402.83984375
2015-08-12,142.42999267578125,266.3760070800781,1.104203701019287,1123.199951171875,46.7400016784668,17402.509765625
2015-08-13,144.80999755859375,264.0799865722656,1.1160963773727417,1115.699951171875,46.72999954223633,17408.25
2015-08-14,145.08999633789062,265.67999267578125,1.1160963773727417,1112.9000244140625,47.0,17477.400390625
2015-08-15,,261.5509948730469,,,,
2015-08-16,,258.5069885253906,,,,
