,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,106.74583435058594,365.0260009765625,1.2743074893951416,1224.5999755859375,39.58049774169922,16659.25,122.76000213623047,365.0260009765625,1.2743074893951416,1224.5999755859375,45.849998474121094,16659.25,124.75,382.72601318359375,1.2793008089065552,1229.0,46.79999923706055,16989.369140625,122.30999755859375,347.68701171875,1.2677806615829468,1223.9000244140625,45.7400016784668,16649.0390625,124.72000122070312,352.74798583984375,1.2738852500915527,1223.9000244140625,46.5,16989.369140625,4874700.0,83641104,0.0,19.0,34422800.0,93210000.0
2014-10-10,105.65019226074219,361.56201171875,1.2689067125320435,1221.0,38.00937271118164,16544.099609375,121.5,361.56201171875,1.2689067125320435,1221.0,44.029998779296875,16544.099609375,123.36000061035156,375.0669860839844,1.2716013193130493,1223.5,46.119998931884766,16757.599609375,121.5,352.9630126953125,1.2610498666763306,1217.0,43.95000076293945,16543.91015625,122.87000274658203,364.68701171875,1.2689067125320435,1223.5,45.599998474121094,16654.880859375,4214200.0,43665700,0.0,186.0,51978100.0,136370000.0
2014-10-11,,362.29901123046875,,,,,,362.29901123046875,,,,,,367.1910095214844,,,,,,355.95098876953125,,,,,,361.36199951171875,,,,,,13345200,,,,
2014-10-12,,378.54901123046875,,,,,,378.54901123046875,,,,,,379.4330139160156,,,,,,356.1440124511719,,,,,,362.6059875488281,,,,,,17552800,,,,
2014-10-13,104.73716735839844,390.41400146484375,1.263982892036438,1229.300048828125,37.681331634521484,16321.0703125,120.44999694824219,390.41400146484375,1.263982892036438,1229.300048828125,43.650001525878906,16321.0703125,123.19000244140625,397.22601318359375,1.269999384880066,1234.0,44.560001373291016,16602.41015625,120.26000213623047,368.8970031738281,1.2635036706924438,1227.0,43.4900016784668,16310.4697265625,122.05000305175781,377.9209899902344,1.2640947103500366,1229.800048828125,43.81999969482422,16535.4296875,3878600.0,35221400,0.0,103.0,37100200.0,107830000.0
2014-10-14,106.337158203125,400.8699951171875,1.272394061088562,1233.5999755859375,37.75039291381836,16315.1904296875,122.29000091552734,400.8699951171875,1.272394061088562,1233.5999755859375,43.72999954223633,16315.1904296875,123.37000274658203,411.697998046875,1.2732040882110596,1235.9000244140625,44.380001068115234,16463.669921875,120.72000122070312,391.3240051269531,1.264080286026001,1233.5999755859375,43.560001373291016,16273.6396484375,121.83999633789062,391.6919860839844,1.272248387336731,1235.9000244140625,43.869998931884766,16321.900390625,3768200.0,38491500,0.0,73.0,38115700.0,110410000.0
2014-10-15,104.51109313964844,394.77301025390625,1.2639029026031494,1244.0999755859375,37.31013870239258,16141.740234375,120.19000244140625,394.77301025390625,1.2639029026031494,1244.0999755859375,43.220001220703125,16141.740234375,121.12000274658203,402.22698974609375,1.2840431928634644,1247.0,43.38999938964844,16313.2998046875,116.31999969482422,388.7659912109375,1.2626103162765503,1243.699951171875,42.099998474121094,15855.1201171875,121.05999755859375,400.9549865722656,1.2644143104553223,1243.699951171875,43.0,16313.2998046875,7819000.0,25267100,0.0,250.0,60218700.0,160380000.0
2014-10-16,104.59803009033203,382.5559997558594,1.2821663618087769,1240.5,36.8957633972168,16117.240234375,120.29000091552734,382.5559997558594,1.2821663618087769,1240.5,42.7400016784668,16117.240234375,121.30000305175781,398.8070068359375,1.284438967704773,1243.0,43.08000183105469,16211.1201171875,118.38999938964844,373.07000732421875,1.2710679769515991,1236.699951171875,42.220001220703125,15935.2197265625,118.91000366210938,394.51800537109375,1.2820513248443604,1242.0999755859375,42.529998779296875,16137.1396484375,4492500.0,26990000,0.0,6.0,49040400.0,131670000.0
2014-10-17,107.1632080078125,383.75799560546875,1.280442476272583,1238.300048828125,37.6640625,16380.41015625,123.23999786376953,383.75799560546875,1.280442476272583,1238.300048828125,43.630001068115234,16380.41015625,123.87000274658203,385.4779968261719,1.283489465713501,1238.300048828125,43.939998626708984,16427.380859375,121.77999877929688,375.3890075683594,1.2746502161026,1232.5999755859375,42.790000915527344,16118.3896484375,122.05000305175781,382.7560119628906,1.2807542085647583,1237.4000244140625,43.20000076293945,16118.3896484375,4872400.0,13600700,0.0,356.0,40683300.0,137910000.0
2014-10-18,,391.4419860839844,,,,,,391.4419860839844,,,,,,395.1579895019531,,,,,,378.97100830078125,,,,,,383.97601318359375,,,,,,11416800,,,,
2014-10-19,,389.5459899902344,,,,,,389.5459899902344,,,,,,393.9389953613281,,,,,,386.4570007324219,,,,,,391.2539978027344,,,,,,5914570,,,,
2014-10-20,108.09362030029297,382.8450012207031,1.274957299232483,1244.0,38.05253219604492,16399.669921875,124.30999755859375,382.8450012207031,1.274957299232483,1244.0,44.08000183105469,16399.669921875,124.72000122070312,390.0840148925781,1.2788541316986084,1244.0,44.13999938964844,16401.630859375,123.0,378.25201416015625,1.2732398509979248,1235.4000244140625,42.810001373291016,16260.5400390625,123.38999938964844,389.2309875488281,1.2748922109603882,1237.300048828125,43.060001373291016,16373.150390625,3676300.0,16419000,0.0,105.0,34527900.0,94320000.0
2014-10-21,110.53705596923828,386.4750061035156,1.2795250415802002,1251.0,38.743133544921875,16614.810546875,127.12000274658203,386.4750061035156,1.2795250415802002,1251.0,44.880001068115234,16614.810546875,127.23999786376953,392.64599609375,1.2839277982711792,1251.0,44.97999954223633,16620.779296875,124.93000030517578,380.8340148925781,1.271709680557251,1251.0,44.189998626708984,16405.76953125,125.20999908447266,382.4209899902344,1.2795250415802002,1251.0,44.36000061035156,16406.029296875,5204500.0,14188900,0.0,48.0,36433800.0,105110000.0
2014-10-22,105.60672760009766,383.1579895019531,1.2714719772338867,1244.800048828125,38.3115234375,16461.3203125,121.44999694824219,383.1579895019531,1.2714719772338867,1244.800048828125,44.380001068115234,16461.3203125,128.0,388.57598876953125,1.2739096879959106,1244.800048828125,45.06999969482422,16653.890625,121.33999633789062,382.2489929199219,1.2651101350784302,1244.800048828125,44.22999954223633,16459.849609375,127.98999786376953,386.1180114746094,1.2714234590530396,1244.800048828125,45.0,16615.259765625,13844400.0,11641300,0.0,2.0,33570900.0,92050000.0
2014-10-23,106.11107635498047,358.4169921875,1.2641425132751465,1228.5,38.8640022277832,16677.900390625,122.02999877929688,358.4169921875,1.2641425132751465,1228.5,45.02000045776367,16677.900390625,122.87999725341797,385.0480041503906,1.2675796747207642,1228.5,45.45000076293945,16767.51953125,121.05999755859375,356.4469909667969,1.261702299118042,1227.9000244140625,44.529998779296875,16468.0703125,121.2699966430664,382.9620056152344,1.2645422220230103,1228.0,44.619998931884766,16468.0703125,7799700.0,26456900,0.0,2.0,45451900.0,99420000.0
2014-10-24,106.29364776611328,358.3450012207031,1.2654062509536743,1231.199951171875,39.82221984863281,16805.41015625,122.23999786376953,358.3450012207031,1.2654062509536743,1231.199951171875,46.130001068115234,16805.41015625,122.83999633789062,364.3450012207031,1.2695107460021973,1232.699951171875,46.900001525878906,16811.7109375,121.26000213623047,353.30499267578125,1.2635835409164429,1229.4000244140625,45.18000030517578,16649.720703125,122.19999694824219,358.59100341796875,1.2650701999664307,1229.4000244140625,46.83000183105469,16677.0390625,4013300.0,15585700,0.0,71.0,61076700.0,90400000.0
2014-10-25,,347.27099609375,,,,,,347.27099609375,,,,,,359.8609924316406,,,,,,342.87701416015625,,,,,,358.6109924316406,,,,,,18127500,,,,
2014-10-26,,354.7040100097656,,,,,,354.7040100097656,,,,,,359.22100830078125,,,,,,343.9309997558594,,,,,,347.48699951171875,,,,,,11272500,,,,
2014-10-27,106.1893310546875,352.989013671875,1.2676681280136108,1229.0999755859375,39.632301330566406,16817.939453125,122.12000274658203,352.989013671875,1.2676681280136108,1229.0999755859375,45.90999984741211,16817.939453125,122.2300033569336,358.6319885253906,1.2721998691558838,1230.199951171875,46.099998474121094,16836.98046875,121.26000213623047,349.8089904785156,1.2667094469070435,1227.300048828125,45.709999084472656,16729.830078125,122.12999725341797,354.7770080566406,1.2676842212677002,1230.199951171875,45.709999084472656,16796.099609375,2940300.0,13033000,0.0,282.0,30371300.0,72580000.0
2014-10-28,107.48492431640625,357.6180114746094,1.270147681236267,1229.199951171875,40.13299560546875,17005.75,123.61000061035156,357.6180114746094,1.270147681236267,1229.199951171875,46.4900016784668,17005.75,123.79000091552734,359.9840087890625,1.2762998342514038,1231.0,46.5,17006.44921875,121.95999908447266,352.6789855957031,1.2686975002288818,1224.699951171875,45.77000045776367,16825.189453125,122.5,353.2149963378906,1.2702445983886719,1224.9000244140625,45.86000061035156,16825.189453125,4159000.0,7845880,0.0,46.0,29049800.0,83870000.0
2014-10-29,107.02408599853516,335.59100341796875,1.273836612701416,1224.300048828125,40.24522018432617,16974.310546875,123.08000183105469,335.59100341796875,1.273836612701416,1224.300048828125,46.619998931884766,16974.310546875,124.4800033569336,357.8330078125,1.2769794464111328,1224.300048828125,46.70000076293945,17065.5,122.55999755859375,335.3429870605469,1.2725075483322144,1224.300048828125,46.34000015258789,16895.380859375,124.4800033569336,357.0889892578125,1.2738043069839478,1224.300048828125,46.439998626708984,17005.0703125,3241700.0,18192700,0.0,631.0,30276100.0,76450000.0
2014-10-30,107.66756439208984,345.30499267578125,1.2632802724838257,1198.0999755859375,39.753150939941406,17195.419921875,123.81999969482422,345.30499267578125,1.2632802724838257,1198.0999755859375,46.04999923706055,17195.419921875,124.12000274658203,350.9129943847656,1.2634079456329346,1214.699951171875,46.31999969482422,17223.9609375,122.01000213623047,335.0719909667969,1.2558696269989014,1195.800048828125,45.77000045776367,16920.759765625,122.5199966430664,335.7090148925781,1.2632323503494263,1213.699951171875,46.31999969482422,16968.140625,2569900.0,30177900,0.0,521.0,30073900.0,80180000.0
2014-10-31,108.6153793334961,338.3210144042969,1.2613362073898315,1171.0999755859375,40.530086517333984,17390.51953125,124.91000366210938,338.3210144042969,1.2613362073898315,1171.0999755859375,46.95000076293945,17390.51953125,125.88999938964844,348.0450134277344,1.2610021829605103,1199.699951171875,46.970001220703125,17395.5390625,124.7300033569336,337.1419982910156,1.249125599861145,1161.4000244140625,46.47999954223633,17208.779296875,125.02999877929688,345.0090026855469,1.2610021829605103,1199.5999755859375,46.939998626708984,17208.779296875,4665300.0,12545400,0.0,260.0,35849700.0,121610000.0
2014-11-01,,325.7489929199219,,,,,,325.7489929199219,,,,,,340.52899169921875,,,,,,321.05499267578125,,,,,,338.6499938964844,,,,,,16677200,,,,
2014-11-02,,325.8919982910156,,,,,,325.8919982910156,,,,,,329.04998779296875,,,,,,320.6260070800781,,,,,,326.07501220703125,,,,,,8603620,,,,
2014-11-03,109.58924102783203,327.5539855957031,1.2503125667572021,1169.4000244140625,40.95309066772461,17366.240234375,126.02999877929688,327.5539855957031,1.2503125667572021,1169.4000244140625,47.439998626708984,17366.240234375,126.25,334.00201416015625,1.2511416673660278,1172.300048828125,47.459999084472656,17410.650390625,124.88999938964844,325.4809875488281,1.2442917823791504,1163.0999755859375,46.72999954223633,17339.849609375,125.3499984741211,325.5690002441406,1.2503281831741333,1166.4000244140625,46.88999938964844,17390.900390625,3902700.0,12948500,0.0,60.0,23130400.0,80030000.0
2014-11-04,109.4240493774414,330.49200439453125,1.2495938539505005,1167.4000244140625,41.06529998779297,17383.83984375,125.83999633789062,330.49200439453125,1.2495938539505005,1167.4000244140625,47.56999969482422,17383.83984375,126.70999908447266,331.7669982910156,1.2568103075027466,1171.0,47.72999954223633,17397.23046875,125.26000213623047,325.0769958496094,1.2492660284042358,1165.0,47.25,17278.359375,125.94000244140625,327.1610107421875,1.2492660284042358,1166.9000244140625,47.29999923706055,17368.810546875,3684600.0,15655500,0.0,40.0,21530800.0,81390000.0
2014-11-05,108.64563751220703,339.4859924316406,1.2552564144134521,1145.4000244140625,41.31565856933594,17484.529296875,124.22000122070312,339.4859924316406,1.2552564144134521,1145.4000244140625,47.86000061035156,17484.529296875,126.25,343.3689880371094,1.2567076683044434,1168.699951171875,47.900001525878906,17486.58984375,124.19999694824219,330.6830139160156,1.245969295501709,1137.800048828125,47.2599983215332,17385.759765625,126.01000213623047,330.6830139160156,1.2553982734680176,1168.0999755859375,47.79999923706055,17385.759765625,3334000.0,19817200,0.0,157.0,22449600.0,76030000.0
2014-11-06,108.96049499511719,349.2900085449219,1.2480031251907349,1142.300048828125,42.040794372558594,17554.470703125,124.58000183105469,349.2900085449219,1.2480031251907349,1142.300048828125,48.70000076293945,17554.470703125,124.80000305175781,352.96600341796875,1.2533605098724365,1147.5,48.86000061035156,17560.310546875,123.37000274658203,338.42401123046875,1.2402100563049316,1137.9000244140625,47.790000915527344,17440.349609375,124.4800033569336,339.4580078125,1.2477695941925049,1141.0999755859375,47.86000061035156,17491.66015625,2341900.0,18797000,0.0,137.0,33037800.0,70670000.0
2014-11-07,108.84678649902344,342.4150085449219,1.238006830215454,1169.5999755859375,42.023529052734375,17573.9296875,124.44999694824219,342.4150085449219,1.238006830215454,1169.5999755859375,48.68000030517578,17573.9296875,124.94000244140625,352.73199462890625,1.2442995309829712,1169.699951171875,48.91999816894531,17575.330078125,124.16999816894531,341.7760009765625,1.236390471458435,1133.0,48.290000915527344,17493.369140625,124.93000030517578,349.8179931640625,1.238175392150879,1139.9000244140625,48.91999816894531,17558.580078125,2366700.0,16834200,0.0,97.0,28000600.0,82860000.0
2014-11-08,,345.4880065917969,,,,,,345.4880065917969,,,,,,347.0320129394531,,,,,,342.15399169921875,,,,,,342.15399169921875,,,,,,8535470,,,,
2014-11-09,,363.2640075683594,,,,,,363.2640075683594,,,,,,363.6260070800781,,,,,,344.2550048828125,,,,,,345.3760070800781,,,,,,24205600,,,,
2014-11-10,109.01296997070312,366.92401123046875,1.246137022972107,1159.5999755859375,42.2048225402832,17613.740234375,124.63999938964844,366.92401123046875,1.246137022972107,1159.5999755859375,48.88999938964844,17613.740234375,124.98999786376953,374.8160095214844,1.2508692741394043,1171.0,49.150001525878906,17621.869140625,123.80000305175781,357.5610046386719,1.2430498600006104,1150.699951171875,48.54999923706055,17547.509765625,124.87000274658203,362.2650146484375,1.2461835145950317,1171.0,48.650001525878906,17568.98046875,2622700.0,30450100,0.0,40.0,36370100.0,71430000.0
2014-11-11,109.64268493652344,367.69500732421875,1.242992639541626,1162.800048828125,42.18754577636719,17614.900390625,125.36000061035156,367.69500732421875,1.242992639541626,1162.800048828125,48.869998931884766,17614.900390625,125.7300033569336,371.30999755859375,1.2441989183425903,1170.5,48.95000076293945,17638.2109375,124.44999694824219,363.7349853515625,1.2396397590637207,1151.5999755859375,48.650001525878906,17584.939453125,124.58000183105469,365.85699462890625,1.242714524269104,1155.0,48.849998474121094,17615.640625,3053500.0,15838900,0.0,22.0,23445200.0,52880000.0
2014-11-12,110.0887680053711,423.5610046386719,1.2475829124450684,1158.9000244140625,42.10984802246094,17612.19921875,125.87000274658203,423.5610046386719,1.2475829124450684,1158.9000244140625,48.779998779296875,17612.19921875,126.19000244140625,429.7179870605469,1.25,1168.0999755859375,48.91999816894531,17626.7109375,124.47000122070312,367.9849853515625,1.2431780099868774,1157.5,48.52000045776367,17536.169921875,124.51000213623047,367.9849853515625,1.2478007078170776,1162.5,48.560001373291016,17604.75,3075000.0,45783200,0.0,17.0,22722100.0,75980000.0
2014-11-13,112.41525268554688,420.7349853515625,1.242992639541626,1161.0999755859375,42.82637405395508,17652.7890625,128.52999877929688,420.7349853515625,1.242992639541626,1161.0999755859375,49.61000061035156,17652.7890625,128.9600067138672,457.0929870605469,1.2490195035934448,1164.5,49.650001525878906,17705.48046875,125.73999786376953,401.12298583984375,1.243193507194519,1155.0,48.709999084472656,17583.880859375,125.73999786376953,427.27301025390625,1.243193507194519,1163.699951171875,48.810001373291016,17618.689453125,5813900.0,58945000,0.0,1047.0,26210400.0,80540000.0
2014-11-14,112.70389556884766,397.8179931640625,1.2475982904434204,1185.0,42.80046844482422,17634.740234375,128.86000061035156,397.8179931640625,1.2475982904434204,1185.0,49.58000183105469,17634.740234375,129.77999877929688,419.25201416015625,1.2493003606796265,1191.0,50.04999923706055,17664.150390625,127.8499984741211,384.78900146484375,1.2399563789367676,1148.0,49.38999938964844,17613.19921875,128.52999877929688,418.4169921875,1.2475050687789917,1155.199951171875,49.7400016784668,17653.109375,6235600.0,29589200,0.0,486.0,29081700.0,72850000.0
2014-11-15,,376.13299560546875,,,,,,376.13299560546875,,,,,,405.52801513671875,,,,,,371.00799560546875,,,,,,399.6499938964844,,,,,,15727500,,,,
2014-11-16,,387.8819885253906,,,,,,387.8819885253906,,,,,,390.79901123046875,,,,,,374.60198974609375,,,,,,374.7300109863281,,,,,,11905600,,,,
2014-11-17,112.31904602050781,387.4079895019531,1.251846432685852,1183.0,42.69686508178711,17647.75,128.4199981689453,387.4079895019531,1.251846432685852,1183.0,49.459999084472656,17647.75,129.1699981689453,410.1990051269531,1.2575926780700684,1186.9000244140625,49.709999084472656,17675.0703125,127.55000305175781,377.50201416015625,1.2448292970657349,1180.5999755859375,49.13999938964844,17606.810546875,128.6999969482422,388.3489990234375,1.2521443367004395,1183.0999755859375,49.40999984741211,17631.849609375,3752900.0,41518800,0.0,17.0,30318600.0,70330000.0
2014-11-18,114.27821350097656,375.197998046875,1.2448959350585938,1196.699951171875,42.34070587158203,17687.8203125,130.66000366210938,375.197998046875,1.2448959350585938,1196.699951171875,48.7400016784668,17687.8203125,131.3300018310547,392.4020080566406,1.2535696029663086,1197.0999755859375,49.33000183105469,17735.7109375,128.0399932861328,371.11700439453125,1.2451130151748657,1193.9000244140625,48.70000076293945,17642.029296875,128.5500030517578,387.7850036621094,1.2451130151748657,1197.0999755859375,49.130001068115234,17643.08984375,5701200.0,32222500,0.0,2.0,23995500.0,87420000.0
2014-11-19,115.10907745361328,380.55499267578125,1.253337025642395,1193.5999755859375,41.88897705078125,17685.73046875,131.61000061035156,380.55499267578125,1.253337025642395,1193.5999755859375,48.220001220703125,17685.73046875,132.74000549316406,386.4809875488281,1.2570995092391968,1198.300048828125,48.75,17712.259765625,130.25,373.89599609375,1.251392126083374,1190.5999755859375,47.93000030517578,17624.5,130.58999633789062,373.89599609375,1.2533998489379883,1196.5,48.65999984741211,17685.509765625,5037600.0,18931800,0.0,23.0,26177500.0,73780000.0
2014-11-20,115.18780517578125,357.8399963378906,1.2540757656097412,1190.699951171875,42.30595016479492,17719.0,131.6999969482422,357.8399963378906,1.2540757656097412,1190.699951171875,48.70000076293945,17719.0,132.39999389648438,382.0249938964844,1.2575294971466064,1191.9000244140625,48.70000076293945,17720.439453125,130.7100067138672,356.781005859375,1.2506800889968872,1190.699951171875,47.869998931884766,17603.890625,130.94000244140625,380.3070068359375,1.2542959451675415,1191.800048828125,48.0,17677.3203125,4052800.0,25233200,0.0,3.0,21510600.0,77740000.0
2014-11-21,116.13239288330078,350.8479919433594,1.2545005083084106,1197.5,41.680484771728516,17810.060546875,132.77999877929688,350.8479919433594,1.2545005083084106,1197.5,47.97999954223633,17810.060546875,133.36000061035156,357.8789978027344,1.2567235231399536,1202.4000244140625,49.04999923706055,17894.830078125,132.50999450683594,344.11199951171875,1.2406902313232422,1189.0,47.56999969482422,17721.01953125,132.72000122070312,357.8789978027344,1.2543588876724243,1191.0,49.02000045776367,17721.01953125,4227100.0,29850100,0.0,20.0,42884800.0,140940000.0
2014-11-22,,352.9200134277344,,,,,,352.9200134277344,,,,,,364.84100341796875,,,,,,350.87799072265625,,,,,,351.60400390625,,,,,,15273000,,,,
2014-11-23,,367.572998046875,,,,,,367.572998046875,,,,,,370.8450012207031,,,,,,353.17498779296875,,,,,,353.17498779296875,,,,,,15151600,,,,
2014-11-24,117.73295593261719,376.9010009765625,1.2375012636184692,1195.5,41.34169387817383,17817.900390625,134.61000061035156,376.9010009765625,1.2375012636184692,1195.5,47.59000015258789,17817.900390625,134.74000549316406,387.2090148925781,1.2440301179885864,1197.9000244140625,48.0,17855.26953125,133.44000244140625,366.66900634765625,1.237424612045288,1195.5,47.38999938964844,17793.189453125,133.4499969482422,366.947998046875,1.237424612045288,1197.699951171875,47.9900016784668,17812.630859375,4161500.0,30930100,0.0,17.0,35434200.0,85510000.0
2014-11-25,117.90788269042969,375.3479919433594,1.2433171272277832,1197.0999755859375,41.23744583129883,17814.939453125,134.80999755859375,375.3479919433594,1.2433171272277832,1197.0999755859375,47.470001220703125,17814.939453125,135.60000610351562,394.70098876953125,1.247889518737793,1197.0999755859375,47.970001220703125,17854.73046875,134.74000549316406,374.78399658203125,1.2406023740768433,1197.0999755859375,47.45000076293945,17790.890625,134.74000549316406,376.885986328125,1.2435954809188843,1197.0999755859375,47.65999984741211,17819.05078125,4301600.0,25442200,0.0,210753.0,28008000.0,88190000.0
2014-11-26,117.88163757324219,368.3699951171875,1.24806547164917,1196.5999755859375,41.480690002441406,17827.75,134.77999877929688,368.3699951171875,1.24806547164917,1196.5999755859375,47.75,17827.75,135.3000030517578,377.697998046875,1.2524595260620117,1201.0,47.9900016784668,17833.759765625,134.38999938964844,365.8160095214844,1.2444404363632202,1193.699951171875,47.279998779296875,17791.16015625,134.9499969482422,376.0190124511719,1.2478941679000854,1200.5,47.4900016784668,17812.25,2660100.0,18601700,0.0,75297.0,27163600.0,67450000.0
2014-11-27,,369.6700134277344,1.2505940198898315,,,,,369.6700134277344,1.2505940198898315,,,,,373.99200439453125,1.252097249031067,,,,,368.2820129394531,1.246618628501892,,,,,370.50201416015625,1.2505470514297485,,,,,8748030,0.0,,,
2014-11-28,117.51429748535156,376.4469909667969,1.246199131011963,1175.199951171875,41.532806396484375,17828.240234375,134.36000061035156,376.4469909667969,1.246199131011963,1175.199951171875,47.810001373291016,17828.240234375,135.77999877929688,382.8380126953125,1.248953938484192,1198.199951171875,48.20000076293945,17893.419921875,134.0399932861328,358.4549865722656,1.2431100606918335,1163.800048828125,47.61000061035156,17807.779296875,135.50999450683594,369.3739929199219,1.2458264827728271,1197.0,47.95000076293945,17830.55078125,2090000.0,22946500,0.0,11175.0,21534400.0,80470000.0
2014-11-29,,375.4909973144531,,,,,,375.4909973144531,,,,,,387.60101318359375,,,,,,372.1449890136719,,,,,,376.1520080566406,,,,,,15375600,,,,
2014-11-30,,378.0469970703125,,,,,,378.0469970703125,,,,,,382.5270080566406,,,,,,373.3089904785156,,,,,,375.510009765625,,,,,,9194440,,,,
2014-12-01,115.791259765625,379.2449951171875,1.2438275814056396,1218.0,42.23645782470703,17776.80078125,132.38999938964844,379.2449951171875,1.2438275814056396,1218.0,48.619998931884766,17776.80078125,134.39999389648438,383.6619873046875,1.250589370727539,1220.4000244140625,48.779998779296875,17827.26953125,132.1999969482422,376.66900634765625,1.2422822713851929,1141.699951171875,47.709999084472656,17726.55078125,134.30999755859375,378.2489929199219,1.2437965869903564,1160.0,47.880001068115234,17827.26953125,3473700.0,11763000,0.0,5524.0,31191600.0,86390000.0
